State,Type,County,Violent crime,Murder and non-negligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
MINNESOTA,Non-Metro,Kandiyohi,,0,,0,20,317,57,245,15,7
MINNESOTA,Non-Metro,Kittson,,0,,0,0,34,6,26,2,0
MINNESOTA,Non-Metro,Koochiching,,0,,0,3,89,25,59,5,0
MINNESOTA,Non-Metro,Lac Qui Parle,,0,,0,1,35,6,28,1,0
MINNESOTA,Non-Metro,Lake,,0,,0,2,33,12,18,3,0
MINNESOTA,Non-Metro,Lake of the Woods,,0,,0,2,13,2,10,1,0
MINNESOTA,Non-Metro,Le Sueur,,1,,1,4,119,35,77,7,1
MINNESOTA,Non-Metro,Lincoln,,0,,0,1,5,0,5,0,0
MINNESOTA,Non-Metro,Lyon,,0,,0,5,38,9,27,2,1
MINNESOTA,Non-Metro,Martin,,0,,0,1,32,6,23,3,0
MINNESOTA,Non-Metro,McLeod,,0,,0,15,82,24,52,6,0
MINNESOTA,Non-Metro,Meeker,,0,,0,15,317,105,205,7,0
MINNESOTA,Non-Metro,Mille Lacs,,0,,2,14,401,94,277,30,1
MINNESOTA,Non-Metro,Morrison,,0,,0,16,210,36,166,8,2
MINNESOTA,Non-Metro,Mower,,0,,0,5,184,67,101,16,2
MINNESOTA,Non-Metro,Murray,,0,,0,2,39,12,24,3,0
MINNESOTA,Non-Metro,Nobles,,0,,1,3,54,27,25,2,0
MINNESOTA,Non-Metro,Norman,,0,,0,4,42,14,22,6,0
MINNESOTA,Non-Metro,Otter Tail,,0,,0,6,363,123,224,16,2
MINNESOTA,Non-Metro,Pennington,,0,,0,0,37,14,18,5,0
MINNESOTA,Non-Metro,Pine,,0,,2,25,773,256,427,90,13
MINNESOTA,Non-Metro,Pipestone,,0,,0,1,117,9,106,2,0
MINNESOTA,Non-Metro,Pope,,0,,0,3,65,23,41,1,1
MINNESOTA,Non-Metro,Red Lake,,0,,0,2,17,3,14,0,0
MINNESOTA,Non-Metro,Redwood,,0,,0,3,68,22,43,3,0
MINNESOTA,Non-Metro,Renville,,0,,1,5,141,44,94,3,2
MINNESOTA,Non-Metro,Roseau,,0,,0,3,37,8,29,0,0
MINNESOTA,Non-Metro,Steele,,0,,0,2,117,34,68,15,2
MINNESOTA,Non-Metro,Stevens,,0,,0,0,51,23,26,2,0
MINNESOTA,Non-Metro,Swift,,0,,0,0,31,16,11,4,0
MINNESOTA,Non-Metro,Todd,,0,,1,7,254,98,147,9,1
MINNESOTA,Non-Metro,Traverse,,0,,0,3,30,10,18,2,0
MINNESOTA,Non-Metro,Wadena,,0,,0,12,94,28,63,3,0
MINNESOTA,Non-Metro,Waseca,,0,,0,4,66,28,34,4,1
MINNESOTA,Non-Metro,Watonwan,,2,,0,3,60,14,41,5,1
MINNESOTA,Non-Metro,Wilkin,,0,,0,0,46,11,34,1,0
MINNESOTA,Non-Metro,Winona,,1,,1,6,118,45,63,10,0
MINNESOTA,Non-Metro,Yellow Medicine,,0,,0,9,52,13,38,1,0
MISSISSIPPI,Metro,DeSoto,18,2,4,0,12,540,273,222,45,8
MISSISSIPPI,Metro,Forrest,32,0,3,3,26,485,166,309,10,3
MISSISSIPPI,Metro,Harrison,20,2,1,6,11,"1,199",346,740,113,9
MISSISSIPPI,Metro,Hinds,69,6,9,18,36,992,311,528,153,0
MISSISSIPPI,Metro,Jackson,137,1,38,16,82,"1,633",650,867,116,8
MISSISSIPPI,Metro,Lamar,38,1,23,6,8,571,244,299,28,1
MISSISSIPPI,Metro,Madison,40,2,5,8,25,470,173,255,42,0
MISSISSIPPI,Metro,Rankin,32,4,3,5,20,587,148,387,52,0
MISSISSIPPI,Metro,Simpson,51,0,7,2,42,295,125,148,22,0
MISSISSIPPI,Metro,Tate,6,1,0,1,4,236,95,116,25,1
MISSISSIPPI,Metro,Tunica,69,1,12,25,31,526,83,403,40,1
MISSISSIPPI,Non-Metro,Adams,59,0,2,16,41,692,332,336,24,3
MISSISSIPPI,Non-Metro,Bolivar,18,2,5,4,7,97,54,41,2,0
MISSISSIPPI,Non-Metro,Carroll,7,0,0,2,5,76,55,18,3,1
MISSISSIPPI,Non-Metro,Chickasaw,31,2,3,7,19,58,33,25,0,0
MISSISSIPPI,Non-Metro,Choctaw,17,0,3,0,14,79,34,39,6,0
MISSISSIPPI,Non-Metro,Claiborne,79,0,1,10,68,59,29,28,2,0
MISSISSIPPI,Non-Metro,Franklin,16,0,1,3,12,39,18,14,7,0
MISSISSIPPI,Non-Metro,Greene,7,0,0,1,6,47,10,31,6,0
MISSISSIPPI,Non-Metro,Grenada,17,0,0,3,14,122,58,48,16,0
MISSISSIPPI,Non-Metro,Jefferson,27,0,1,1,25,22,6,15,1,0
MISSISSIPPI,Non-Metro,Jones,101,2,40,6,53,772,272,481,19,0
MISSISSIPPI,Non-Metro,Kemper,8,2,0,1,5,31,12,18,1,5
MISSISSIPPI,Non-Metro,Lauderdale,46,7,13,7,19,571,310,231,30,2
MISSISSIPPI,Non-Metro,Lee,35,0,2,2,31,778,278,465,35,9
MISSISSIPPI,Non-Metro,Leflore,83,0,3,17,63,404,167,209,28,2
MISSISSIPPI,Non-Metro,Lincoln,20,2,4,5,9,324,106,194,24,7
MISSISSIPPI,Non-Metro,Lowndes,45,1,12,10,22,574,221,331,22,1
MISSISSIPPI,Non-Metro,Marion,29,1,3,4,21,419,189,205,25,2
MISSISSIPPI,Non-Metro,Oktibbeha,27,0,4,4,19,225,75,143,7,2
MISSISSIPPI,Non-Metro,Panola,95,2,0,4,89,674,394,262,18,0
MISSISSIPPI,Non-Metro,Pearl River,41,1,17,4,19,827,411,373,43,1
MISSISSIPPI,Non-Metro,Pike,48,2,0,7,39,477,248,227,2,
MISSISSIPPI,Non-Metro,Pontotoc,4,1,0,2,1,20,8,11,1,5
MISSISSIPPI,Non-Metro,Scott,41,3,0,1,37,256,97,141,18,2
MISSISSIPPI,Non-Metro,Sharkey,2,0,0,1,1,11,5,4,2,0
MISSISSIPPI,Non-Metro,Tippah,8,1,0,1,6,2,1,1,0,0
MISSISSIPPI,Non-Metro,Union,5,1,1,0,3,199,74,110,15,3
MISSISSIPPI,Non-Metro,Walthall,7,2,0,0,5,201,105,83,13,0
MISSISSIPPI,Non-Metro,Warren,23,0,7,5,11,495,261,190,44,1
MISSISSIPPI,Non-Metro,Washington,15,1,1,5,8,550,184,315,51,4
MISSISSIPPI,Non-Metro,Winston,5,1,1,0,3,20,5,15,0,1
MISSOURI,Metro,Andrew,3,0,0,0,3,94,28,58,8,0
MISSOURI,Metro,Bates,18,0,6,1,11,186,82,104,0,7
MISSOURI,Metro,Bollinger,3,0,0,0,3,66,28,32,6,8
MISSOURI,Metro,Boone,116,1,8,6,101,642,156,451,35,
MISSOURI,Metro,Buchanan,24,1,1,1,21,203,89,103,11,4
MISSOURI,Metro,Caldwell,30,1,3,0,26,95,50,43,2,0
MISSOURI,Metro,Callaway,71,3,8,6,54,720,193,473,54,7
MISSOURI,Metro,Cape Girardeau,135,0,3,3,129,231,92,124,15,8
MISSOURI,Metro,Cass,41,3,3,1,34,333,117,191,25,0
MISSOURI,Metro,Christian,145,0,0,0,145,323,132,164,27,0
MISSOURI,Metro,Clay,31,1,3,2,25,253,106,136,11,4
MISSOURI,Metro,Clinton,22,0,0,0,22,137,48,78,11,0
MISSOURI,Metro,Cole,45,0,1,2,42,304,96,199,9,1
MISSOURI,Metro,Dallas,23,0,3,0,20,158,60,88,10,
MISSOURI,Metro,De Kalb,6,0,2,0,4,91,40,42,9,1
MISSOURI,Metro,Franklin,70,0,1,2,67,562,157,357,48,1
MISSOURI,Metro,Greene,129,0,13,19,97,"1,745",559,"1,095",91,17
MISSOURI,Metro,Jackson,77,3,4,11,59,538,168,329,41,6
MISSOURI,Metro,Jasper,184,0,11,6,167,545,161,310,74,2
MISSOURI,Metro,Jefferson,406,2,29,13,362,"2,379",462,"1,750",167,22
MISSOURI,Metro,Lafayette,18,0,1,0,17,131,61,64,6,0
MISSOURI,Metro,Lincoln,90,1,1,0,88,233,89,120,24,0
MISSOURI,Metro,McDonald,51,0,0,1,50,234,39,164,31,2
MISSOURI,Metro,Moniteau,14,0,0,0,14,49,20,26,3,1
MISSOURI,Metro,Newton,101,1,13,5,82,661,172,422,67,4
MISSOURI,Metro,Osage,19,0,1,0,18,100,30,60,10,0
MISSOURI,Metro,Platte,29,0,2,2,25,386,87,289,10,3
MISSOURI,Metro,Polk,83,0,1,2,80,377,136,209,32,1
MISSOURI,Metro,Ray,18,0,2,0,16,140,61,66,13,5
MISSOURI,Metro,St. Charles,157,0,7,10,140,"1,063",277,748,38,9
MISSOURI,Metro,St. Louis,"1,090",17,70,286,717,"9,538","2,162","6,589",787,60
MISSOURI,Metro,Warren,42,0,8,0,34,190,70,110,10,0
MISSOURI,Metro,Washington,40,1,3,0,36,186,49,99,38,1
MISSOURI,Metro,Webster,19,0,0,0,19,273,137,109,27,4
MISSOURI,Non-Metro,Adair,22,1,1,0,20,130,27,95,8,2
MISSOURI,Non-Metro,Atchison,1,0,0,0,1,23,10,8,5,0
MISSOURI,Non-Metro,Audrain,20,0,0,1,19,117,50,61,6,0
MISSOURI,Non-Metro,Barry,69,0,2,2,65,434,187,230,17,8
MISSOURI,Non-Metro,Barton,7,0,1,0,6,89,32,54,3,0
MISSOURI,Non-Metro,Benton,32,0,0,0,32,245,95,130,20,2
MISSOURI,Non-Metro,Butler,99,1,7,3,88,410,138,267,5,1
MISSOURI,Non-Metro,Camden,46,5,1,2,38,415,123,275,17,1
MISSOURI,Non-Metro,Carroll,4,1,0,0,3,33,12,18,3,0
MISSOURI,Non-Metro,Carter,7,0,0,0,7,32,7,22,3,2
MISSOURI,Non-Metro,Cedar,5,1,0,0,4,140,39,95,6,0
MISSOURI,Non-Metro,Chariton,21,0,0,0,21,88,22,65,1,0
MISSOURI,Non-Metro,Clark,6,0,0,0,6,49,24,22,3,0
MISSOURI,Non-Metro,Cooper,10,0,0,2,8,161,47,104,10,0
MISSOURI,Non-Metro,Crawford,15,1,1,0,13,208,88,109,11,4
MISSOURI,Non-Metro,Dade,7,0,0,0,7,37,15,19,3,1
MISSOURI,Non-Metro,Daviess,8,0,0,1,7,62,25,34,3,0
MISSOURI,Non-Metro,Dent,23,0,6,1,16,120,62,56,2,0
MISSOURI,Non-Metro,Douglas,20,0,0,0,20,70,27,38,5,0
MISSOURI,Non-Metro,Dunklin,38,0,2,1,35,177,50,115,12,1
MISSOURI,Non-Metro,Gasconade,22,0,2,0,20,108,49,47,12,0
MISSOURI,Non-Metro,Grundy,1,0,0,0,1,38,10,25,3,0
MISSOURI,Non-Metro,Harrison,1,0,0,0,1,42,17,25,0,1
MISSOURI,Non-Metro,Henry,39,0,0,2,37,321,104,192,25,1
MISSOURI,Non-Metro,Hickory,4,1,0,0,3,130,71,53,6,1
MISSOURI,Non-Metro,Holt,0,0,0,0,0,78,35,39,4,0
MISSOURI,Non-Metro,Howell,39,2,0,1,36,366,126,217,23,0
MISSOURI,Non-Metro,Iron,20,0,3,0,17,72,28,32,12,0
MISSOURI,Non-Metro,Johnson,36,0,5,3,28,334,125,194,15,0
MISSOURI,Non-Metro,Knox,3,0,0,0,3,97,37,54,6,0
MISSOURI,Non-Metro,Laclede,,5,5,0,,279,101,156,22,1
MISSOURI,Non-Metro,Lawrence,47,0,0,1,46,375,131,226,18,2
MISSOURI,Non-Metro,Lewis,1,0,0,0,1,53,15,33,5,1
MISSOURI,Non-Metro,Linn,7,0,0,1,6,71,43,25,3,1
MISSOURI,Non-Metro,Livingston,1,0,0,0,1,53,15,33,5,0
MISSOURI,Non-Metro,Macon,12,0,2,0,10,116,62,42,12,0
MISSOURI,Non-Metro,Madison,2,0,0,0,2,57,21,29,7,0
MISSOURI,Non-Metro,Maries,7,0,0,0,7,52,22,28,2,0
MISSOURI,Non-Metro,Marion,15,0,1,0,14,87,22,65,0,0
MISSOURI,Non-Metro,Mercer,11,0,1,0,10,18,10,8,0,3
MISSOURI,Non-Metro,Miller,34,2,3,0,29,182,74,98,10,0
MISSOURI,Non-Metro,Mississippi,13,1,0,0,12,69,24,38,7,2
MISSOURI,Non-Metro,Monroe,6,0,2,0,4,102,58,34,10,
MISSOURI,Non-Metro,Montgomery,4,0,0,1,3,61,30,29,2,0
MISSOURI,Non-Metro,Morgan,34,1,1,0,32,270,129,127,14,0
MISSOURI,Non-Metro,New Madrid,17,2,0,1,14,41,18,17,6,2
MISSOURI,Non-Metro,Nodaway,5,0,2,0,3,95,42,49,4,1
MISSOURI,Non-Metro,Oregon,17,1,0,3,13,63,25,28,10,0
MISSOURI,Non-Metro,Ozark,21,1,4,1,15,102,41,53,8,1
MISSOURI,Non-Metro,Pemiscot,19,0,3,3,13,167,56,104,7,2
MISSOURI,Non-Metro,Perry,11,0,0,1,10,74,29,35,10,0
MISSOURI,Non-Metro,Pettis,21,0,2,0,19,267,69,184,14,1
MISSOURI,Non-Metro,Phelps,50,2,3,3,42,379,137,217,25,1
MISSOURI,Non-Metro,Pike,25,0,3,0,22,94,43,40,11,4
MISSOURI,Non-Metro,Pulaski,66,0,1,2,63,269,132,120,17,1
MISSOURI,Non-Metro,Ralls,8,0,5,0,3,152,34,112,6,0
MISSOURI,Non-Metro,Randolph,7,0,0,0,7,95,31,60,4,0
MISSOURI,Non-Metro,Reynolds,11,0,3,0,8,61,19,33,9,0
MISSOURI,Non-Metro,Ripley,19,4,0,0,15,166,45,116,5,2
MISSOURI,Non-Metro,Scotland,1,0,0,0,1,29,11,17,1,1
MISSOURI,Non-Metro,Scott,23,0,1,0,22,103,39,59,5,0
MISSOURI,Non-Metro,Shannon,14,0,2,0,12,83,20,51,12,3
MISSOURI,Non-Metro,Shelby,0,0,0,0,0,61,22,36,3,0
MISSOURI,Non-Metro,St. Clair,11,2,0,0,9,125,45,79,1,0
MISSOURI,Non-Metro,Ste. Genevieve,33,0,2,1,30,119,34,74,11,1
MISSOURI,Non-Metro,St. Francois,75,0,4,0,71,392,104,233,55,5
MISSOURI,Non-Metro,Stoddard,29,0,2,0,27,181,86,84,11,0
MISSOURI,Non-Metro,Stone,79,0,1,3,75,531,222,266,43,1
MISSOURI,Non-Metro,Sullivan,14,0,0,0,14,52,23,28,1,0
MISSOURI,Non-Metro,Taney,96,0,5,1,90,555,191,328,36,0
MISSOURI,Non-Metro,Texas,7,1,0,0,6,143,50,75,18,6
MISSOURI,Non-Metro,Vernon,27,1,1,0,25,227,55,155,17,2
MISSOURI,Non-Metro,Wayne,6,0,0,0,6,108,55,49,4,0
MISSOURI,Non-Metro,Worth,8,0,0,0,8,29,19,8,2,1
MISSOURI,Non-Metro,Wright,15,0,1,0,14,105,60,30,15,1
MONTANA,Metro,Carbon,6,0,2,0,4,42,5,35,2,2
MONTANA,Metro,Missoula,79,1,6,4,68,613,99,470,44,5
MONTANA,Metro,Yellowstone,35,0,4,3,28,666,126,479,61,5
MONTANA,Non-Metro,Beaverhead,11,0,0,0,11,52,25,26,1,2
MONTANA,Non-Metro,Big Horn,26,0,0,0,26,96,7,80,9,0
MONTANA,Non-Metro,Blaine,6,0,1,0,5,28,2,23,3,1
MONTANA,Non-Metro,Broadwater,13,0,2,0,11,46,1,36,9,1
MONTANA,Non-Metro,Carter,1,0,1,0,0,4,1,3,0,0
MONTANA,Non-Metro,Chouteau,5,0,1,0,4,13,2,10,1,0
MONTANA,Non-Metro,Custer,5,0,2,0,3,36,2,32,2,0
MONTANA,Non-Metro,Daniels,4,0,0,0,4,3,0,2,1,0
MONTANA,Non-Metro,Dawson,7,0,0,0,7,48,6,41,1,0
MONTANA,Non-Metro,Deer Lodge,43,1,5,0,37,204,23,168,13,0
MONTANA,Non-Metro,Fallon,1,0,1,0,0,8,1,7,0,0
MONTANA,Non-Metro,Fergus,10,0,4,0,6,31,7,22,2,0
MONTANA,Non-Metro,Flathead,200,5,18,3,174,940,177,698,65,4
MONTANA,Non-Metro,Gallatin,50,1,10,1,38,393,50,310,33,3
MONTANA,Non-Metro,Garfield,0,0,0,0,0,2,0,1,1,0
MONTANA,Non-Metro,Glacier,6,0,0,0,6,18,3,15,0,0
MONTANA,Non-Metro,Granite,4,0,0,0,4,72,4,67,1,5
MONTANA,Non-Metro,Hill,15,0,1,1,13,138,15,113,10,0
MONTANA,Non-Metro,Jefferson,18,0,1,0,17,59,13,43,3,0
MONTANA,Non-Metro,Judith Basin,0,0,0,0,0,7,2,4,1,0
MONTANA,Non-Metro,Lake,84,0,3,1,80,223,55,148,20,3
MONTANA,Non-Metro,Lewis and Clark,55,0,11,0,44,354,69,268,17,5
MONTANA,Non-Metro,Lincoln,29,1,4,1,23,157,30,121,6,4
MONTANA,Non-Metro,Madison,4,0,0,0,4,53,15,31,7,2
MONTANA,Non-Metro,McCone,2,0,1,0,1,10,4,6,0,0
MONTANA,Non-Metro,Meagher,1,1,0,0,0,15,4,11,0,0
MONTANA,Non-Metro,Mineral,2,0,0,0,2,5,1,4,0,0
MONTANA,Non-Metro,Musselshell,8,0,0,0,8,80,13,62,5,0
MONTANA,Non-Metro,Park,17,0,5,0,12,69,8,54,7,2
MONTANA,Non-Metro,Phillips,12,0,0,0,12,49,8,34,7,0
MONTANA,Non-Metro,Pondera,0,0,0,0,0,7,0,7,0,0
MONTANA,Non-Metro,Prairie,1,0,0,0,1,4,3,1,0,0
MONTANA,Non-Metro,Richland,0,0,0,0,0,24,5,18,1,0
MONTANA,Non-Metro,Roosevelt,6,0,0,0,6,39,10,25,4,0
MONTANA,Non-Metro,Rosebud,13,0,0,0,13,48,4,42,2,2
MONTANA,Non-Metro,Sanders,23,0,4,0,19,77,13,58,6,2
MONTANA,Non-Metro,Sheridan,7,1,1,0,5,49,6,38,5,0
MONTANA,Non-Metro,Silver Bow,92,0,5,10,77,"1,463",252,"1,092",119,16
MONTANA,Non-Metro,Stillwater,8,0,1,0,7,52,16,33,3,0
MONTANA,Non-Metro,Sweet Grass,10,0,0,0,10,34,5,27,2,0
MONTANA,Non-Metro,Teton,5,0,0,0,5,55,3,51,1,0
MONTANA,Non-Metro,Toole,28,0,1,0,27,80,13,62,5,0
MONTANA,Non-Metro,Valley,3,0,3,0,0,21,5,13,3,0
MONTANA,Non-Metro,Wibaux,0,0,0,0,0,2,1,1,0,0
NEBRASKA,Metro,Cass,7,0,3,1,3,232,50,159,23,4
NEBRASKA,Metro,Dakota,1,0,0,0,1,44,11,29,4,0
NEBRASKA,Metro,Dixon,6,0,2,0,4,54,17,34,3,4
NEBRASKA,Metro,Douglas,153,2,4,4,143,"1,156",313,756,87,0
NEBRASKA,Metro,Lancaster,24,0,2,0,22,272,69,194,9,2
NEBRASKA,Metro,Sarpy,17,0,7,5,5,743,131,553,59,2
NEBRASKA,Metro,Saunders,7,0,1,0,6,68,24,43,1,1
NEBRASKA,Non-Metro,Adams,4,0,2,0,2,117,35,66,16,1
NEBRASKA,Non-Metro,Antelope,1,0,0,0,1,19,2,15,2,1
NEBRASKA,Non-Metro,Arthur,0,0,0,0,0,0,0,0,0,0
NEBRASKA,Non-Metro,Box Butte,1,0,0,0,1,13,3,9,1,0
NEBRASKA,Non-Metro,Boyd,2,0,1,0,1,16,11,5,0,0
NEBRASKA,Non-Metro,Brown,1,0,0,0,1,35,8,27,0,0
NEBRASKA,Non-Metro,Buffalo,12,0,2,0,10,179,30,144,5,0
NEBRASKA,Non-Metro,Burt,4,1,0,0,3,27,9,15,3,0
NEBRASKA,Non-Metro,Butler,9,0,0,2,7,61,15,46,0,0
NEBRASKA,Non-Metro,Cedar,5,0,0,1,4,16,3,12,1,1
NEBRASKA,Non-Metro,Chase,1,0,0,0,1,23,8,13,2,0
NEBRASKA,Non-Metro,Cherry,4,0,0,0,4,5,2,3,0,0
NEBRASKA,Non-Metro,Colfax,7,0,0,0,7,39,16,19,4,0
NEBRASKA,Non-Metro,Cuming,2,0,0,0,2,20,2,18,0,0
NEBRASKA,Non-Metro,Custer,2,0,2,0,0,66,17,44,5,1
NEBRASKA,Non-Metro,Dawes,6,0,1,0,5,14,4,7,3,1
NEBRASKA,Non-Metro,Dawson,6,0,2,0,4,93,30,54,9,0
NEBRASKA,Non-Metro,Deuel,0,0,0,0,0,21,5,15,1,0
NEBRASKA,Non-Metro,Dodge,4,0,0,0,4,174,40,127,7,0
NEBRASKA,Non-Metro,Franklin,0,0,0,0,0,10,6,4,0,0
NEBRASKA,Non-Metro,Gage,17,0,1,0,16,112,34,76,2,0
NEBRASKA,Non-Metro,Hall,7,0,2,0,5,220,64,148,8,1
NEBRASKA,Non-Metro,Hamilton,4,0,1,1,2,32,12,19,1,0
NEBRASKA,Non-Metro,Hitchcock,3,0,0,0,3,22,8,12,2,0
NEBRASKA,Non-Metro,Hooker,0,0,0,0,0,0,0,0,0,0
NEBRASKA,Non-Metro,Johnson,1,0,1,0,0,15,7,8,0,0
NEBRASKA,Non-Metro,Kearney,3,0,0,0,3,46,4,39,3,0
NEBRASKA,Non-Metro,Keith,0,0,0,0,0,47,5,39,3,0
NEBRASKA,Non-Metro,Keya Paha,0,0,0,0,0,0,0,0,0,0
NEBRASKA,Non-Metro,Kimball,0,0,0,0,0,7,0,7,0,0
NEBRASKA,Non-Metro,Knox,0,0,0,0,0,25,7,15,3,0
NEBRASKA,Non-Metro,Lincoln,14,0,5,1,8,154,31,118,5,1
NEBRASKA,Non-Metro,Madison,4,0,3,0,1,63,15,44,4,0
NEBRASKA,Non-Metro,Merrick,14,0,0,0,14,66,11,55,0,0
NEBRASKA,Non-Metro,Morrill,0,0,0,0,0,31,7,19,5,0
NEBRASKA,Non-Metro,Nemaha,3,0,2,0,1,30,6,22,2,0
NEBRASKA,Non-Metro,Pawnee,3,0,0,0,3,24,5,17,2,0
NEBRASKA,Non-Metro,Perkins,0,0,0,0,0,25,7,17,1,0
NEBRASKA,Non-Metro,Pierce,1,0,0,0,1,9,0,8,1,0
NEBRASKA,Non-Metro,Platte,16,0,7,0,9,115,33,78,4,0
NEBRASKA,Non-Metro,Red Willow,3,0,1,0,2,9,3,4,2,0
NEBRASKA,Non-Metro,Rock,0,0,0,0,0,3,2,1,0,0
NEBRASKA,Non-Metro,Saline,4,0,0,0,4,36,18,16,2,0
NEBRASKA,Non-Metro,Scotts Bluff,10,0,3,0,7,91,14,64,13,0
NEBRASKA,Non-Metro,Sheridan,4,0,1,0,3,42,8,31,3,0
NEBRASKA,Non-Metro,Stanton,2,0,0,0,2,46,13,32,1,0
NEBRASKA,Non-Metro,Thayer,1,0,0,0,1,81,36,43,2,0
NEBRASKA,Non-Metro,Webster,7,0,0,0,7,38,17,21,0,0
NEBRASKA,Non-Metro,Wheeler,0,0,0,0,0,4,1,3,0,0
NEBRASKA,Non-Metro,York,0,0,0,0,0,30,3,18,9,0
NEVADA,Metro,Carson City,162,0,1,20,141,"1,133",281,768,84,3
NEVADA,Metro,Storey,5,0,0,0,5,50,17,30,3,2
NEVADA,Metro,Washoe,232,1,23,11,197,"1,097",386,596,115,7
NEVADA,Non-Metro,Churchill,39,1,6,1,31,213,88,92,33,2
NEVADA,Non-Metro,Douglas,61,0,3,4,54,818,176,605,37,8
NEVADA,Non-Metro,Elko,12,0,1,0,11,49,27,18,4,1
NEVADA,Non-Metro,Esmeralda,2,0,0,0,2,1,1,0,0,1
NEVADA,Non-Metro,Eureka,8,0,0,0,8,18,6,11,1,0
NEVADA,Non-Metro,Humboldt,50,1,0,0,49,53,20,27,6,0
NEVADA,Non-Metro,Lander,43,0,11,0,32,95,47,40,8,0
NEVADA,Non-Metro,Lincoln,7,0,0,0,7,39,4,34,1,0
NEVADA,Non-Metro,Lyon,95,2,3,11,79,707,210,439,58,5
NEVADA,Non-Metro,Mineral,22,0,0,0,22,31,18,11,2,0
NEVADA,Non-Metro,Nye,334,4,15,39,276,"1,255",468,653,134,11
NEVADA,Non-Metro,Pershing,25,0,7,0,18,49,18,28,3,0
NEVADA,Non-Metro,White Pine,33,1,7,1,24,136,50,77,9,4
NEW HAMPSHIRE,Metro,Rockingham,10,0,0,0,10,1,0,1,0,0
NEW HAMPSHIRE,Non-Metro,Carroll,1,0,0,0,1,44,6,36,2,1
NEW HAMPSHIRE,Non-Metro,Cheshire,8,0,0,0,8,8,1,7,0,0
NEW HAMPSHIRE,Non-Metro,Merrimack,5,0,3,0,2,7,1,6,0,0
NEW JERSEY,Metro,Atlantic,"1,559",22,54,716,767,"10,070","2,099","7,367",334,270
NEW JERSEY,Metro,Bergen,924,11,27,288,598,"11,568","1,963","9,004",601,0
NEW JERSEY,Metro,Burlington,661,5,76,249,331,"7,729","1,589","5,828",312,0
NEW JERSEY,Metro,Camden,"3,076",46,124,"1,147","1,759","16,493","3,788","11,611","1,094",0
NEW JERSEY,Metro,Cape May,246,2,17,61,166,"4,563","1,103","3,383",77,0
NEW JERSEY,Metro,Cumberland,798,10,15,280,493,"5,283","1,430","3,661",192,0
NEW JERSEY,Metro,Essex,"5,281",121,170,"2,708","2,282","20,837","4,689","10,706","5,442",0
NEW JERSEY,Metro,Gloucester,496,1,23,195,277,"7,874","1,568","6,048",258,0
NEW JERSEY,Metro,Hudson,"2,893",36,67,"1,378","1,412","12,856","2,820","8,480","1,556",0
NEW JERSEY,Metro,Hunterdon,64,0,7,7,50,"1,058",191,832,35,0
NEW JERSEY,Metro,Mercer,"1,689",20,27,684,958,7786,"1,874","5,336",576,0
NEW JERSEY,Metro,Middlesex,"1,453",17,69,570,797,"14,054","2,506","10,627",921,0
NEW JERSEY,Metro,Monmouth,"1,271",10,66,519,676,"13,966","2,694","10,848",424,0
NEW JERSEY,Metro,Morris,355,2,26,91,236,"5,289","1,119","4,023",147,0
NEW JERSEY,Metro,Ocean,702,12,32,215,443,"11,460","2,300","8,881",279,0
NEW JERSEY,Metro,Passaic,"2,587",26,67,"1,206","1,288","11,331","2,793","7,394","1,144",0
NEW JERSEY,Metro,Salem,172,4,9,57,102,"1,645",461,"1,118",66,0
NEW JERSEY,Metro,Somerset,250,1,22,110,117,"4,261",769,"3,303",189,0
NEW JERSEY,Metro,Sussex,84,1,3,10,70,"1,801",358,"1,419",24,0
NEW JERSEY,Metro,Union,"2,503",25,74,"1,347","1,057","12,252","2,419","7,988","1,845",0
NEW JERSEY,Metro,Warren,110,0,10,21,79,"1,467",261,"1,167",39,0
NEW MEXICO,Metro,Bernalillo,795,7,29,109,650,"2,471",902,"1,338",231,54
NEW MEXICO,Metro,Dona Ana,277,6,44,9,218,"1,333",518,697,118,8
NEW MEXICO,Metro,Sandoval,10,0,0,1,9,151,79,68,4,0
NEW MEXICO,Metro,San Juan,214,1,23,6,184,766,257,444,65,12
NEW MEXICO,Metro,Santa Fe,95,1,3,4,87,"1,208",776,385,47,9
NEW MEXICO,Metro,Torrance,13,1,0,0,12,91,55,14,22,0
NEW MEXICO,Metro,Valencia,115,0,6,6,103,"1,176",612,456,108,10
NEW MEXICO,Non-Metro,Catron,1,0,0,0,1,12,5,6,1,0
NEW MEXICO,Non-Metro,Chaves,38,0,13,3,22,399,224,138,37,4
NEW MEXICO,Non-Metro,Cibola,,0,3,0,,91,45,29,17,1
NEW MEXICO,Non-Metro,Colfax,3,0,0,0,3,3,2,1,0,0
NEW MEXICO,Non-Metro,Curry,16,0,1,2,13,106,66,28,12,1
NEW MEXICO,Non-Metro,Eddy,48,2,8,2,36,421,142,263,16,5
NEW MEXICO,Non-Metro,Grant,13,1,1,0,11,149,95,54,0,2
NEW MEXICO,Non-Metro,Lea,32,1,8,2,21,374,136,213,25,3
NEW MEXICO,Non-Metro,Lincoln,40,0,2,2,36,97,31,62,4,0
NEW MEXICO,Non-Metro,Luna,,1,0,0,,174,77,79,18,0
